,product_id,star_rating,review_body
203,1462400779,5,"Here is the true story of a woman who has had more than her fair share of misfortune, but somehow managed to overcome every obstacle with an indefatigable faith and spirit.  The glimpses into her childhood left me wondering just how strong must this person be?  She obviously did a great job of raising her daughter to become a terrific writer.  This book will make you want to meet and talk with Luanne to learn how she is doing today.  Reading this book may help give you courage in overcoming the challenges in your own life."
204,0307236994,5,"Love this book! The format is great! Mostly easy to understand! The writing and info is great!! They break everything down for you! This book explains everything real well, even making it a fun read."
205,0312555237,4,"White lines 1 was my favorite book, and took the spot of the Coldest Winter Ever by far. Part 1 was long but I loved it so much it could have been longer. Part 2 made me so happy because I was expecting to relive so much of what I loved about part 1 all over again. I start off in part 2 thinking it started slow, but I knew Tracy Brown had some twists coming. I became disappointed when I came to the end and nothing else was said about anybody but Sunny, I know the book was geared toward her but still, I was more interested in Born and Jada honestly. I know Tracy wrote this book this way for a reason, she probably was thinking we would all understand this means part 3 will be a pure master piece, but as long as we waited for part 2 we wanted more than we got. But I told myself to not worry about it, part 3 is gonna be so good it will make up for it, Tracy may even spin White Lines and Snapped all together since part 2 kept having appearances from Gillian, Dominique, and spoke of Frankie as well. If she spins both story lines into a great big twist I know it will be a book I will never forget. I will be so happy just to finally know Born and Jada can finally be happy. I don't want Jada to get caught up in Sunny's nonsense either. I'm glad Born stepped up and put his foot down this time, he knows whats best for her and they need to be able to live happily ever after even though life doesn't work that way."
206,B000K0E5IS,2,"Mode of Transportation!<br /><br />\\""Night Drop\\"" by S.L.A. Marshal recognizes that a parachute drop is just a method to bring very tough individuals to battle.  It contains almost no text about pre-jump training and preparation for D-Day.  \\""Night Drop\\"" does tell a very riveting story of how American paratroopers fought and died after landing in Normandy in circumstances that would have made lesser men shiver and hide from fear and sheer exhaustion.  Marshal tells a story about individuals and small groups of men who braved steel and lead to accomplish their mission:  clear the way for the exit of troops from Utah Beach on D-Day 1944.  The foreward by Carl Sanders states that he recommended the book to young men who wondered what combat would be like.  In many ways, Sanders was correct.  Much of the book reads like the opening scenes to \\""Saving Private Ryan\\"" over and over again.  There is very little glory but a lot of blood, injury and death.  In the end, the American paratroopers prevailed at great personal cost and sacrifice.<br /><br />I highly recommend this book to anyone who wants to read a story about paratroopers, D-Day 1944 or small unit infantry combat.  Once you start, it is difficult to put the book down.  I have read it countless times.  There is no problem with the book itself, only those who read it.  It is a \\""story\\"" loosely based upon facts taken from interviews of many individuals.  If you are looking for a detailed history based upon good investigative techniques and verifiable facts taken from many perspectives, this book is not for you.  If you are looking for a great work of historical fiction which tells a story from the point of view of American paratroopers in June 1944, then look no further.  If you are a former paratrooper and avid paratrooper junkie like I am, \\""Night Drop\\"" will not disappoint you."
207,1250003059,1,"A WA$TE of MONEY, TIME & EYESORE!!!  This book is all about her father Salvatore Gravano aka Sammy The Bull aka The Once True Straight-Arrow Mobster's Mobster aka The Hardworking Construction Boss aka The Homicidal Maniac who was forced to kill his Own Brother-in-Law aka The Fallon Rat who I know regrets not killing John Gotti the News Paparazzi Loving Mob Boss who had a large sausage hand in bringing down the once powerful Gambino Crime Family.<br /><br />I figured before I bring salt on this book I should give Karen the benefit of the doubt and buy this book. Well I read it & PUT $$ in Her pocket so I feel I am more than entitled to dragged this garbage book under the bus & drive over it.<br /><br />BY ALL MEANS I Bought and Like her father Sammy Gravano's UNDERBOSS Biography by Peter Maas, and the movie \\""Witness To The Mob\\"" is in my Top 5 All Time Mafia Movies List(of course after Godfathers 1&2), so I do know a bit about her father's life from what he has said.<br />I do give her credit for warning the reader on the cover stating \\""The Mafia, SAMMY THE BULL GRAVANO, and Me!\\"", she did in fact let us know the book was moreso about her father. But the MAJORITY of it!!! Come on!<br /><br />In my opinion, she was a spoiled brat who reaped the benefits of Daddy's power, friends & wealth until he turned state's evidence. She claims repeatedly about being in \\""This Lifestyle\\"" in her book & on Mob Wives(which I DVR every week), BUT WHAT LIFESTYLE? Being Daddy's princess? You are not a Gangster, You are not a Co-Defendant nor Co-Conspirator to ANY Gangster, You are not even married to a Gangster. Selling weed during peace time & bragging about it is NOT Gangster! Lynda Milito's(the widow of Louie Milito, one of Sammy the Bull's close friend & murder victim) Book \\""Mafia Wife\\"" was an inside look into what being a Co-Defendant in \\""THIS LIFESTYLE\\"" was about.<br /><br />Majority of this book was copy & paste words from Her father's book, but dumb down & spoken from an arrogant hypocrite aka Never Was-Been(YEAH I Said IT!), who at times seems to be putting words in her Daddy's mouth to justify his crimes while still living off his good days, person who gives New Yorkers specifically New York Italians a bad name.<br /><br />I knew that at some point Karen will throw Drita under the bus. She claims that Drita didn't want to co-star on Mob Wives for fear of what the world will think about her marrying Karen's ex-boyfriend blah blah blah, eventhough Drita is a co-star, with Her own life, family & friends. After finish reading this book I now understand why Karen is obviously soooOOOO jealous of Carla & Drita. I will continue to watch & support Mob Wives, but with disgust for Princess Karen and Queen Ramona aka \\""I lived in Dubai in a Palace or two with inferior butlers, maids & midwives so I'm better than You & Her & Them\\"" aka \\""I hate Drita because the streets(literally the concrete) of Staten Island keeps telling me that Drita keeps hating on Me\\"". On a better note, Ramona is pretty......pretty good for a mistress, because of that uuUGLY inside.<br />TEAM DRITA<br /><br />Enough said, BUY UNDERBOSS by SAMMY GRAVANO & PETER MAAS--INSTEAD of THIS USELESS FIREPLACE WOODypocrite aka Never Was-Been(YEAH I Said IT!), who at times seems to be putting words in her Daddy's mouth to justify his crimes while still living off his good days, person who gives New Yorkers specifically New York Italians a bad name.<br /><br />I knew that at some point Karen will throw Drita under the bus. She claims that Drita didn't want to co-star on Mob Wives for fear of what the world will think about her marrying Karen's ex-boyfriend blah blah blah, eventhough Drita is a co-star, with Her own life, family & friends. After finish reading this book I now understand why Karen is obviously soooOOOO jealous of Carla & Drita. I will continue to watch & support Mob Wives, but with disgust for Princess Karen and Queen Ramona aka \\""I lived in Dubai in a Palace or two with inferior butlers, maids & midwives so I'm better than You & Her & Them\\"" aka \\""I hate Drita because the streets(literally the concrete) of Staten Island keeps telling me that Drita keeps hating on Me\\"". On a better note, Ramona is pretty......pretty good for a mistress, because of that uuUGLY inside.<br />TEAM DRITA<br /><br />Enough said, BUY UNDERBOSS by SAMMY GRAVANO & PETER MAAS--INSTEAD of THIS USELESS FIREPLACE WOOD"
208,0967089735,1,"This book really is a good read. It contains lots of nutritional advice, and techniques for incorporating fermented whole foods in the diet. IF you have time to experiment with this, it is definitely useful. But it is a book of philosophy and belief, not always of proven fact. It would be a top shelf book except for two very serious flaws:<br /><br />1  The advocacy of dangerous levels of fat in the diet. Yes some fats and oils show some benefits. But it is faulty logic to extrapolate that to say that a diet high in fat and cholesterol is good for you. The American diet really is terrible in its use of sugar, salt, bleached flour and fat. This book contributes with high fat and salt.<br />2  Scientific misrepresentation on a grand scale. One would expect beliefs to be modified by science, but Sally modifies science to suit her beliefs. An example of an outdated science error: laboratory scientists once though seafood contained high cholesterol.  They then discovered that this was a laboratory mistake and seafood is low cholesterol. But even in the second edition, this mistake persists in the book, and the fallacy is used to argue that high cholesterol is not harmful. The most outlandish error: That it is okay to feed ground up sheep to cows and that this does not cause mad cow disease. The most serious error: Science has not shown a high fat diet to cause arterial blockages. This is a book that can kill people through the mail box if they take it too seriously!<br />Nutritional science does have a confusing history, and it requires humility and expertise to balance out the information. This book lacks these qualities, and unfortunately when reading the book there is no way of knowing what is true and what is not. Weston Price was at the cutting edge of science in his day, and I think he would be sorry to see this book ossify in its advice rather than to be properly updated according to the best science available.<br /><br />Yet another complication which I regret having to raise. Pickled and fermented foods cause cancer of the stomach and oesophagus. There are ways of reducing this risk. All of this should be discussed in the book; but it isn't. When we buy a book, we are paying for the author to have researched the subject thoroughly and to pre-digest some of the information for us. If she had done that properly, I wouldn't need to write such a long review. As it is, I would recommend that people who go down this diet path find some information on this.<br /><br />A culinary revolution amongst good cooks has occurred in the last few decades, with light fresh food prepared in delicious ways, but the style of the recipes is pre-revolution.<br />One more strange thing - as Blejowski noted -  previous critical reviews of this book have been negatively rated in a suspicious pattern.ving to raise. Pickled and fermented foods cause cancer of the stomach and oesophagus. There are ways of reducing this risk. All of this should be discussed in the book; but it isn't. When we buy a book, we are paying for the author to have researched the subject thoroughly and to pre-digest some of the information for us. If she had done that properly, I wouldn't need to write such a long review. As it is, I would recommend that people who go down this diet path find some information on this.<br /><br />A culinary revolution amongst good cooks has occurred in the last few decades, with light fresh food prepared in delicious ways, but the style of the recipes is pre-revolution.<br />One more strange thing - as Blejowski noted -  previous critical reviews of this book have been negatively rated in a suspicious pattern."
209,1442432780,5,"Like so many people have agreed, the cover is hot, And I don't disagree with that! But the story is intriguing too, one that grips you from the first page to the end,<br /><br />Whym Island is a tiny island off the south coast of South Carolina that may as well be a tourist trap, especially with their \\""Whym Island: Some Things Must Be Seen to Be Believed\\"" tagline. And that's a philosophy that's especially scoffed at by year-rounders, the ones who have boats and know the tides like the back of their hands. Which is why no one on tiny Whym Island 100% believes that it was an accident that 17-year-old Miranda drove her boat into a shipwreck that killed four of her friends.<br /><br />Losing four friends is insurmountable enough, but Miranda, an orphan raised by her grandmother, alternates between feeling like she got the worst luck in the life-lottery drawing and just feeling numb, She knows it was an accident. She knows it was an accident ... and yet ...<br /><br />Getting into Miranda's head, the reader learns about the mysterious boy who rescued her from the water, who is both everything she feared and wished for. Deftly weaving dialogue with setting with heart, the author weaves an enchanted--and doomed--world you'll be only too into exploring. Highly recommended for teen paranormal fantasy fans!"
210,145470246X,5,"Like everyone else, I have been eagerly waiting for this book to arrive.  I've been an avid follower of Sabine on her wonderful blog and have purchased several patterns.  Now I feel like I've hit the gold mine with this book.  One thing in particular that I like is that alternative colorways are shown, so whereas you might skip over a project because you don't like the colors, now you can pause and see it in a new way.  Great job, Sabine!"
211,0135336473,3,"I purchased onbaking as a used book, in good condition because I am a student in college studying culinary arts. I love the book. The condition was satisfactory."
212,0306818329,4,"A very inspirational story that makes you feel nothing in your life could possibly be that bad when compared to what this family endures. As a parent, it humbles you to the lengths this family has gone to to make their son happy. A great read."
213,B000OKEEZ8,5,"This big book was first serialized between 1855 and 1857. I can imagine people waiting for the next installment and talking with their friends about the story and their hopes for what the characters will do next. I know when I was young we used to talk about TV shows in this way, too. Do people still do that? For me, the talking with others about stories is a great thing. Everyone is better off for having done it.<br /><br />\\""Little Dorrit\\"" is described as a social satire and it does have wonderfully biting things to say about society, about government (the \\""circumlocution office\\"") and petty bureaucrats, and it even has a kind of Bernie Madoff scandal in it that any reader who lived through that scandal can relate to easily. But, for me, there is a lot more art to this work than just its very funny humor and more than half-crazy plot.<br /><br />I know that this novel gets a lot of criticism. But I really loved reading it. People complain about its convoluted plot, and I guess if that is what I was reading it for I would have to admit that the plot, especially at the end, seems forced and more complicated than it needed to be. A bit self-indulgent. But I don't think the story itself is the point of the book. As I read this book I was floored by the beauty of several scenes that will remain with me always. Little Dorrit's \\""Party\\"". Clenham's facing his maturity and placing the roses in the river and watching them float away with his youth. The scene where Amy's father has asked Clenham if he might go for a walk outside the walls and Arthur replies that he cannot, but it will only be a few more hours. And Mr. Dorrit replies, \\""A few hours, sir,\\"" he returned with a sudden passion. \\""You talk very easily of hours, sir! How long do you suppose, sir, that an hour is to a man who is choking for want of air?\\"" The true power of that line is revealed solely because we have spent so much time with the man and the mask he has worn for decades in the Marshalsea. He has worn it not to deceive anyone, for who could be deceived, but to survive there. And to see it taken off just then is stunning. And, for me, the greatest scene in the book is towards the end when the other prisoners comment on the nobility of Amy versus the assumed nobility of \\""society\\"". There are many other wonderful scenes, but these are just a few of my most favorite.<br /><br />As I read the book I came to see it as a story about character. Dickens uses the plot to put the people of the story in very different circumstances and their character is revealed to us by how they act in those circumstances. And, for me, this was the truly important aspect of the book. Frankly, the book enriched me. And this is the kind of art I love best. Not to pass the time. Not to distract me. But to allow me to feel that my life is richer and has more substance because I experienced this art. I don't really care that the plot has certain implausible aspects to it. I care deeply that I got to watch these people demonstrate who they truly are because they believed in the reality of the story and acted sincerely within it.<br /><br />I think these illustrations also add a lot to the story. Of course, I had to use a magnifying glass to fully enjoy them, but I wasn't in a hurry to get through this work. And also found it wonderfully enjoyable to look up words about clothes and carriages and activities of the time I did not know. And the way Dickens uses English is marvelous. I found myself looking up the etymology of some words to just dig into the richness of how Dickens was using words that I found less familiar or the usage seemed different to me. Of course, Dickens is one of the writers from whom the rules are made so we should get used to him and reorder our own thinking about our language with his striking richness of words.<br /><br />I hope you take the time to read this novel. Not only is it far superior to most of what is written today. It remains far superior to much of what has been written at any time.<br /><br />Reviewed by Craig Matteson, Saline, MIten at any time.<br /><br />Reviewed by Craig Matteson, Saline, MI"
214,0816319049,4,"RECIPENT VERY HAPPY TO RECIEVE THIS ITEM AND BELIEVES IT IS HELPFUL IN HER RELEARNING PROCESS, SHE WILL SHARE IT WITH OTHERS INCARCERATED"
215,1596433698,5,"We originally checked this book out at our local library. Loved it so much that we bought multiple copies for gifts and to have on hand for kids that like doodling. The writers do a wonderful job of interweaving the story and instruction. Making it a good read and inspiring for young children. If you know someone that likes to draw and read comics, get this book."
216,0439845009,5,"I bought sets 1-5 and the kindergarten sight words for my four year old. He knew all the letters by sight and the sounds they made (short vowels only) & had mentioned one day he wanted to learn to read, which prompted my purchase. We took the first book out of the first set and he read the whole book in under 5 minutes without help. It is such as confidence builder for them to be able to read an entire book! The whole first book uses the letters M, A, T, & S (and the word 'on')and gets them familiar with those sounds before introducing other letters in each book. He finished the first set in about a week and is now working thru set 4. The sets progress nicely, adding longer words, blending sounds, more sentences per page so that the kids don't feel like it's above their level; just make sure they are fluent with one book before moving on to the next, as concepts build on each other. I cannot say enough good things about these books. As the mother of 3 & a former day-care provider, I recommend these books to everyone!"
217,1416940898,5,"Reading Dairy of a South Beach party girl, I felt like I was really in South Beach.  The author did South Beach justice in her descriptions of the architecture and vibe of the place.  She made me want to live in South Beach! The main character was relatable, in that we all felt at one point that we played it safe, and wished we could live a more fabulous life.  The author does a great job proving the grass isn't always greener on the other side.  The main character's ups and downs showed that no matter where your life leads you, your exactly where you want to be and taught us not to judge a book by its cover.<br /><br />I really enjoyed reading this book, it read light, like a beach read, but had a lot of substance."
218,1935597183,4,"This is a very interesting and compelling novel. The author does a superb job of giving you a glimpse into the mind of a serial killer as he takes you along on the quest to capture him. It is almost chilling at times to think how easily one could cross paths with someone as disturbed as the antagonist in this novel. The hero, Paul Chang, is very well defined and we are treated to a deep understanding of his personal history and his struggles with his own violent nature. Further, there is a broad exploration of the political side of police work and the inherent struggles that aspect brings.<br /><br />In short, if you enjoy mysteries or shows such as \\""Criminal Minds\\"" then I am fairly sure you would enjoy this novel as well. Excellent plot lines, and plenty of action."
219,0985337206,4,"Pros: (1) As a Spanish teacher who is very interested in the way people learn (learning styles), I was thrilled to receive my Rojo card set and see that there were pictures! The pictures are easy to recognize (at least the non-verbs) so you know what the English word is! The other side shows both the English and Spanish, so you can read the English again to associate it with the Spanish. You would have to look at the words for the verbs at least once, to read what the picture represented, but once you do, they should be easy to remember.<br /><br />(2)Besides the use of pictures,  I really liked the phonetic spelling on each card, for example cama (bed) is also shown KAH-mah, so you know how to pronounce the word. (3) Lastly,  I liked the size of the cards; they could be easily hole-punched and put on a ring for review.<br /><br />Con: I would've preferred to get a set of flashcards that were related by topic, rather than what seemed like a random assortment of words.<br /><br />I look forward to trying the flashcard games on Señora Gose's website!"
220,1428165169,4,"Not an easy book to love. The main character, 71-year-old Nathan Zuckerman, seems to be losing his marbles. Prostate cancer has left him impotent. He's incontinent, wears a nappy, sometimes he smells of urine. Yet none of this prevents him spending half his time lusting after a woman in her twenties. And when Zuckerman begins imagining how he might talk his way into her knickers there's no denying things at times can get a little grim and creepy. That said, as always, it's impossible not to admire Roth's flawless prose and searing honesty. He writes brilliantly - and brutally - about ageing, death and loneliness. There's some good stuff, too, on writing and writers. With every sentence you know you're in the company of a master, albeit one whose best years are gone and who knows the end is near."
221,0061962767,3,"This review is also posted at The Bawdy Book Blog.<br /><br />Thumped is more of the same satirical drama we had in Bumped, but taken to the next level. And yet I found myself liking it a little bit more. Who knows? Maybe the characters grew on me.<br /><br />Thumped picks up exactly 35 weeks after Bumped left off: Melody and Harmony are thirty-five weeks pregnant with Jondoe's twins and Lib has used them to create the MiNet sensation, The Hotties. They are no longer individuals; they are a brand and society is in love with them. Except they have one small (big) problem...<br /><br />I can't say that I initially enjoyed Bumped, because it was so over-the-top and in-your-face. I found the premise a strange sort of ridiculous and somewhat shocking (but on the flip side, some good books have great shock value, right?). So I was apprehensive when I was given Thumped for review. Thumped is much the same, but McCafferty takes it to the next level. Where I was a little lost in her messages with Bumped (for the record, I wrote that review after I had read Thumped), I sort of got what she was implying with all the satire in Thumped. We could become this if we stay too connected and let bogus media influence our lives. Hell, maybe we're already there with all of the internet sites, rag mags and, yes, even Twitter.<br /><br />I get why she chose the subject of teen pregnancy; it is quite the shock-fest. Where books like Wither show the decay of society into polygamy, Thumped shows the ascension to abusing the Next Generation (no, that isn't a salute to you Trekkies....sorry). It really made me think: how far would we go to preserve the human race? How far would YOU go to ensure the survival of your family line? I think I would go pretty far, but I don't know how far. So Thumped became thought-provoking for me.<br /><br />So that begs the question: why didn't I like it more? Well, I'll tell you, the slang sort of ruins moments in the book for me. It's hard to keep up with it, without a glossary and who wants to refer back to a glossary all the freaking time? I don't. (And it's honestly not impossible to keep up with, but it felt like I was reading a strange version of English...which I was.) Often the characters annoyed the crap out of me. Harmony was less \\""churchy\\"" which is great, but not because I'm anti-religion or anything; I really felt like in the first book, McCafferty took the church thing too far with Harmony. Yes, there are extremists in every group, but the point of this novel was to amplify everything and Harmony's church-ways seemed overly amplified in my humble opinion. This is coming to you from someone who doesn't even attend church, except when I have to go to a funeral. Or wedding. So the dampening of Harmony in Thumped was very welcome. Melody wasn't as interesting in Thumped as she was in Bumped. I found that she often took a backseat to Harmony's escapades, even though she presented as the stronger character in Bumped. Where was the strong, egomaniacal Jondoe that I sort of liked in Bumped? Instead we have this emo kid lusting after someone he hasn't seen in thirty-five weeks. Le sigh. Probably the coolest character was still Xander, for being anti-let's-use-teenagers-to-reproduce and expressing his thoughts concisely and consistently. I also liked Lib. Just because he was so outrageous. Sometimes outrageous is great!<br /><br />Overall, the sexual themes and content continue in Thumped, although any real heat happens off page. I still wouldn't find this series suitable for young teenagers. While there is no gratuitous sex and McCafferty's message rang loud and clear to me, I think the satire is too mature for young audiences to conceive (pun intended).<br /><br />**I received this ARC from the publisher for review.**ithout a glossary and who wants to refer back to a glossary all the freaking time? I don't. (And it's honestly not impossible to keep up with, but it felt like I was reading a strange version of English...which I was.) Often the characters annoyed the crap out of me. Harmony was less \\""churchy\\"" which is great, but not because I'm anti-religion or anything; I really felt like in the first book, McCafferty took the church thing too far with Harmony. Yes, there are extremists in every group, but the point of this novel was to amplify everything and Harmony's church-ways seemed overly amplified in my humble opinion. This is coming to you from someone who doesn't even attend church, except when I have to go to a funeral. Or wedding. So the dampening of Harmony in Thumped was very welcome. Melody wasn't as interesting in Thumped as she was in Bumped. I found that she often took a backseat to Harmony's escapades, even though she presented as the stronger character in Bumped. Where was the strong, egomaniacal Jondoe that I sort of liked in Bumped? Instead we have this emo kid lusting after someone he hasn't seen in thirty-five weeks. Le sigh. Probably the coolest character was still Xander, for being anti-let's-use-teenagers-to-reproduce and expressing his thoughts concisely and consistently. I also liked Lib. Just because he was so outrageous. Sometimes outrageous is great!<br /><br />Overall, the sexual themes and content continue in Thumped, although any real heat happens off page. I still wouldn't find this series suitable for young teenagers. While there is no gratuitous sex and McCafferty's message rang loud and clear to me, I think the satire is too mature for young audiences to conceive (pun intended).<br /><br />**I received this ARC from the publisher for review.**"
222,1613771487,3,"US comic strip fans have been waiting a long time for a collection of \\""The Little King.\\"" It's finally here and it does not disappoint.<br /><br />The editors did a nice job of cleaning up the strips that have been out of print in the US for a long time. I'm not sure why the first quarter of the book is in color and the rest of it is in black and white. I prefer the black and white because it is easier to see Soglow's rigid and mathematical lines. Each of the hundreds of strips has a lot of build up before the final \\""shocking\\"" gag panel and they are all generally cute with a few that are poignant. It is very difficult to read a whole slew of strips in one sitting. The temptation is to read past most of the panels and go straight to the gag, because many of the strips fit into a couple of different formulas that Soglow mastered.<br /><br />The introduction includes many interesting examples of Soglow's work before \\""The Little King\\"" as well as numerous examples of his advertising art, but I take issue with the introduction's thesis that \\""The Little King\\"" represents a struggle between Soglow's inner-leftist and his desire to make money. That seemed like the unsupported thesis of an academic (who probably knows a lot more than I do about the material). Soglow obviously reveled in marketing his character for the sake of money. I also disagree that the strip is artistically economic and that there are no unnecessary lines, because Soglow draws plenty of unnecessary (but visually delightful) panels in every strip.<br /><br />I would have liked an explanation of why they chose the strips that are included. There are huge chunks left out. I'm curious why. I know there is some racist imagery in some of the strips (that is not as disgusting as the awful stuff in \\""The Little King\\"" animated movies), so that could have been an issue. It also might be the case that the strips not included just weren't that funny. I would have liked a discussion of that.<br /><br />All in all, thisis a valuable book because until now, it has been very difficult to find \\""The Little King\\"" in print."
223,1615641505,5,My confidence in preserving food by fermentation has leaped as a result of the information in the well written book!  My first jar of pickled beets are beautiful!
224,0844208116,5,These stories are great in both English and Spanish.  I teach English to Spanish speaking people and Spanish to English speaking people at my church.  These books are a great way to get both groups to communicate with each other.  The stories are fun and fairly easy to read.
225,1597312568,5,"Anyone who feels bored by normative ethics and moralizing religion, and yet seeks ethical solutions for today, while thirsting to breathe freely as a perfect human, in a living, creative and liberating relationship with God, should read this book.<br /><br />Berdyaev is the philosopher, theologian, anthropologist and artist of the future."
226,1451668201,2,This book tries to parody the Hunger Games.  Some of the ideas are funny but overall the book is poorly written and is a boring read.  I end up falling asleep reading it half the time.
227,0983623406,5,"Love, love, love this book.  I have a 10 year old and a 16 year old who love the book too.  It is a book for all ages who love animals.  Ruby and Baby show us that you can have friends all over the world.  These 2 cute characters share their thoughts and dreams with us through their long distant friendship. Their adventures are something you will want to share with others. We are very anxious for the next book in the series to come out!"
228,1402768257,5,"Hopefully everyone has read the classic LIFE WITHOUT BREAD by Dr. Lutz - the great masterwork.<br /><br />There should be ten, on hundred, one thousand fantastic copies of the book - all the better.<br /><br />This is \\""just another\\"" if you will copy of LIFE WITHOUT BREAD.  It's a great book (after all it's a copy of Life Without Bread - so it has to be incredibly worthwhile) but definitely consider buying and reading Life Without Bread, first !<br /><br />Your life will change forever .........."
229,1936490390,5,"The authors, John Donaldson and Nikolai Minev, have collected the most Rubinstein games ever within this two volume masterpiece. Where known, annotations of the games from many sources have been compiled. Both volumes are in second, augmented  editions.<br /><br />Akiva Rubinstein was one of the greatest chess grandmasters who never got a shot at the world title. His best games are considered the highest form of chess art, and should be carefully studied by every aspiring chess player.<br /><br />The seller, Ed Labate, carries some of the best chess books available. He delivers them in excellent packaging designed to give you a flawless copy.  Furthermore, his prices are right!  Keep that in mind as you view his Amazon web site."
230,1887571175,1,"When I opened the book up out of its plastic wrap (brand new, never been opened) the first sixty pages just separated from the binding and fell out. Any other page I turn just separates from the binding.<br /><br />I am really, really frustrated that the publisher chose to bind it so cheaply, when all my instructors say this is an excellent resource. I am really disappointed."
231,0385531842,5,"OUTSTANDING !!!  You will find that the book will have to be read about three times before you can digest all of its content.  I am a Catholic catechist, and it is a MUST read for all priests, parents and teachers.  I read some of the \\""low-star reviews\\"" posted here.  These folks just don't get it.  If you want a deeper and richer understanding of the REAL presence of Christ in the Eucharist--this is the book you want.  I am re-reading it now and taking points from the book that can be taught to my 4th, 5th and 7th grade classes.  I will also be teaching directly from the book with my high school sophomores.  For the little ones you need to first explain the biblical points.  That takes a while to teach, but once you work that out these kids will want to hear more and more.  I cannot stress how valuable this book is for every Catholic who truly wishes to embrace and learn more about their faith."
232,1118204123,5,"Given the troll reviews I thought I'd add my OWN completely uninformed review to counter them. According to chpwn, a big name in the iOS hacking community, the book is wonderful and does, indeed, have information on jailbreaking. Indeed, a quick look at the sample content on this very website shows that there's an entire chapter dedicated to this very concept.<br /><br />So, yes; an uninformed 1 star review, countered by an (only slightly) more informed 5-star review. Any chance of some reviews by people who've read it soon? :D"
233,0982167075,5,"The story of Fahim Fazli reflects the love and passion for what true believers of the tribe call the American dream.  The hopes and dreams of all who wish for freedom and the chance to be something greater than the whole yet proud to protect the whole on those principles of God, Corp and Country.  It speaks of sacred thoughts and cherished hopes of all great citizens who believe in the freedom of man and the opportunity to challenge those who would take said freedoms and the desire to protect those who wish to always have those freedoms.  This is a book well worth reading which revitalizes the true spirit on which this country, the United States of Amercia, was founded.  Written by a man whose birthplace and adopted country are different yet all in both crave these values.  Thank you for your service to your country and your most enjoyable book- Semper Fi, Gunny."
234,047185705X,5,"F.J. Moody worked at GE Nuclear and this book on 2 phase flow calculations is among the best I have read. Most books on 2-phase flow leave out many details that make them useless for the practicing engineer. This books goes through the nuts and bolts of the calculations in an easy manner.<br /><br />Dr. Moody does teach a course through ASME which is about $1500 and this book comes free with the course, hence (1) take the course or (2) borrow the book from your local library. Please do not support price gougers!!"
235,1741798523,4,"****1/2 (4.5 stars)<br />Venice is a unique city, in beauty and history; one time it was the capital of the Venetian republic, and its protector is Saint Mark, shared with Alexandria, Egypt. Its university was and still is in nearby Padua, where two of my graduate professors once invited me to see its first anatomy theatre. I visited Venice many times, as a graduate student, as a project manager with little time at hand, with my family in the 1980's, and while on consulting jobs in Vicenza.<br /><br />This brief opening meant to insinuate that two strong points in this Lonely Planet guide are the pristine beautiful photos, and the tours and red entries: Grand Canal, Venice in Art. Top Sights come in blue, and are cool; San Marco, Palazzo Ducale, Lido, Murano are the famous ones together with the Ponte (bridge) Realto, these are what I have shown my family, three decades ago. Now my first born, worked out a 3/4 week master plan for touring Bella Italia, starting with Venice. Unique to guides is an informing cultural and historical \\""backup.\\""<br /><br />With my acquaintance with Venice, Italian language, a top notch guide is another window you could update your information, and refresh your memory. I got this guide as a help to expand our four days to Venice to memory set point, but I am not ready to give it to him right away. It is really engaging and enjoyable. I will not finish before telling you this; Venetian coffee shop servers (Garcons) collect the total of your order ASA they get it to you. Do not be offended, it seems historically sailors sneaked away without paying.<br />Enjoy Venice with this fine LP guide. So Go"
